Country,Gender,Company Industry,Age Range,Job seniority,Company Size,Count
VNM,Female,Finance,Any Age Range,Unpaid,201-500 employees,0
VNM,Female,Finance,Any Age Range,Unpaid,51-200 employees,0
VNM,Female,Finance,Any Age Range,Unpaid,11-50 employees,0
VNM,Female,Finance,Any Age Range,Unpaid,2-10 employees,0
VNM,Female,Finance,Any Age Range,Unpaid,Myself Only,0
VNM,Female,Finance,55+,Any Job Seniority,Any Company Size,0
VNM,Female,Finance,55+,Any Job Seniority,"10,001+ employees",0
VNM,Female,Finance,55+,Any Job Seniority,"5001-10,000 employees",0
VNM,Female,Finance,55+,Any Job Seniority,1001-5000 employees,0
VNM,Female,Finance,55+,Any Job Seniority,501-1000 employees,0
VNM,Female,Finance,55+,Any Job Seniority,201-500 employees,0
VNM,Female,Finance,55+,Any Job Seniority,51-200 employees,0
VNM,Female,Finance,55+,Any Job Seniority,11-50 employees,0
VNM,Female,Finance,55+,Any Job Seniority,2-10 employees,0
VNM,Female,Finance,55+,Any Job Seniority,Myself Only,0
VNM,Female,Finance,55+,Owner,Any Company Size,0
VNM,Female,Finance,55+,Owner,"10,001+ employees",0
VNM,Female,Finance,55+,Owner,"5001-10,000 employees",0
VNM,Female,Finance,55+,Owner,1001-5000 employees,0
VNM,Female,Finance,55+,Owner,501-1000 employees,0
VNM,Female,Finance,55+,Owner,201-500 employees,0
VNM,Female,Finance,55+,Owner,51-200 employees,0
VNM,Female,Finance,55+,Owner,11-50 employees,0
VNM,Female,Finance,55+,Owner,2-10 employees,0
VNM,Female,Finance,55+,Owner,Myself Only,0
VNM,Female,Finance,55+,Partner,Any Company Size,0
VNM,Female,Finance,55+,Partner,"10,001+ employees",0
VNM,Female,Finance,55+,Partner,"5001-10,000 employees",0
VNM,Female,Finance,55+,Partner,1001-5000 employees,0
VNM,Female,Finance,55+,Partner,501-1000 employees,0
VNM,Female,Finance,55+,Partner,201-500 employees,0
VNM,Female,Finance,55+,Partner,51-200 employees,0
VNM,Female,Finance,55+,Partner,11-50 employees,0
VNM,Female,Finance,55+,Partner,2-10 employees,0
VNM,Female,Finance,55+,Partner,Myself Only,0
VNM,Female,Finance,55+,CXO,Any Company Size,0
VNM,Female,Finance,55+,CXO,"10,001+ employees",0
VNM,Female,Finance,55+,CXO,"5001-10,000 employees",0
VNM,Female,Finance,55+,CXO,1001-5000 employees,0
VNM,Female,Finance,55+,CXO,501-1000 employees,0
VNM,Female,Finance,55+,CXO,201-500 employees,0
VNM,Female,Finance,55+,CXO,51-200 employees,0
VNM,Female,Finance,55+,CXO,11-50 employees,0
VNM,Female,Finance,55+,CXO,2-10 employees,0
VNM,Female,Finance,55+,CXO,Myself Only,0
VNM,Female,Finance,55+,VP,Any Company Size,0
VNM,Female,Finance,55+,VP,"10,001+ employees",0
VNM,Female,Finance,55+,VP,"5001-10,000 employees",0
VNM,Female,Finance,55+,VP,1001-5000 employees,0
VNM,Female,Finance,55+,VP,501-1000 employees,0
VNM,Female,Finance,55+,VP,201-500 employees,0
VNM,Female,Finance,55+,VP,51-200 employees,0
VNM,Female,Finance,55+,VP,11-50 employees,0
VNM,Female,Finance,55+,VP,2-10 employees,0
VNM,Female,Finance,55+,VP,Myself Only,0
VNM,Female,Finance,55+,Director,Any Company Size,0
VNM,Female,Finance,55+,Director,"10,001+ employees",0
VNM,Female,Finance,55+,Director,"5001-10,000 employees",0
VNM,Female,Finance,55+,Director,1001-5000 employees,0
VNM,Female,Finance,55+,Director,501-1000 employees,0
VNM,Female,Finance,55+,Director,201-500 employees,0
VNM,Female,Finance,55+,Director,51-200 employees,0
VNM,Female,Finance,55+,Director,11-50 employees,0
VNM,Female,Finance,55+,Director,2-10 employees,0
VNM,Female,Finance,55+,Director,Myself Only,0
VNM,Female,Finance,55+,Manager,Any Company Size,0
VNM,Female,Finance,55+,Manager,"10,001+ employees",0
VNM,Female,Finance,55+,Manager,"5001-10,000 employees",0
VNM,Female,Finance,55+,Manager,1001-5000 employees,0
VNM,Female,Finance,55+,Manager,501-1000 employees,0
VNM,Female,Finance,55+,Manager,201-500 employees,0
VNM,Female,Finance,55+,Manager,51-200 employees,0
VNM,Female,Finance,55+,Manager,11-50 employees,0
VNM,Female,Finance,55+,Manager,2-10 employees,0
VNM,Female,Finance,55+,Manager,Myself Only,0
VNM,Female,Finance,55+,Senior,Any Company Size,0
VNM,Female,Finance,55+,Senior,"10,001+ employees",0
VNM,Female,Finance,55+,Senior,"5001-10,000 employees",0
VNM,Female,Finance,55+,Senior,1001-5000 employees,0
VNM,Female,Finance,55+,Senior,501-1000 employees,0
VNM,Female,Finance,55+,Senior,201-500 employees,0
VNM,Female,Finance,55+,Senior,51-200 employees,0
VNM,Female,Finance,55+,Senior,11-50 employees,0
VNM,Female,Finance,55+,Senior,2-10 employees,0
VNM,Female,Finance,55+,Senior,Myself Only,0
VNM,Female,Finance,55+,Entry,Any Company Size,0
VNM,Female,Finance,55+,Entry,"10,001+ employees",0
VNM,Female,Finance,55+,Entry,"5001-10,000 employees",0
VNM,Female,Finance,55+,Entry,1001-5000 employees,0
VNM,Female,Finance,55+,Entry,501-1000 employees,0
VNM,Female,Finance,55+,Entry,201-500 employees,0
VNM,Female,Finance,55+,Entry,51-200 employees,0
VNM,Female,Finance,55+,Entry,11-50 employees,0
VNM,Female,Finance,55+,Entry,2-10 employees,0
VNM,Female,Finance,55+,Entry,Myself Only,0
VNM,Female,Finance,55+,Training,Any Company Size,0
VNM,Female,Finance,55+,Training,"10,001+ employees",0
VNM,Female,Finance,55+,Training,"5001-10,000 employees",0
VNM,Female,Finance,55+,Training,1001-5000 employees,0
VNM,Female,Finance,55+,Training,501-1000 employees,0
VNM,Female,Finance,55+,Training,201-500 employees,0
VNM,Female,Finance,55+,Training,51-200 employees,0
VNM,Female,Finance,55+,Training,11-50 employees,0
VNM,Female,Finance,55+,Training,2-10 employees,0
VNM,Female,Finance,55+,Training,Myself Only,0
VNM,Female,Finance,55+,Unpaid,Any Company Size,0
VNM,Female,Finance,55+,Unpaid,"10,001+ employees",0
VNM,Female,Finance,55+,Unpaid,"5001-10,000 employees",0
VNM,Female,Finance,55+,Unpaid,1001-5000 employees,0
VNM,Female,Finance,55+,Unpaid,501-1000 employees,0
VNM,Female,Finance,55+,Unpaid,201-500 employees,0
VNM,Female,Finance,55+,Unpaid,51-200 employees,0
VNM,Female,Finance,55+,Unpaid,11-50 employees,0
VNM,Female,Finance,55+,Unpaid,2-10 employees,0
VNM,Female,Finance,55+,Unpaid,Myself Only,0
VNM,Female,Finance,35 to 54,Any Job Seniority,Any Company Size,7000
VNM,Female,Finance,35 to 54,Any Job Seniority,"10,001+ employees",2200
VNM,Female,Finance,35 to 54,Any Job Seniority,"5001-10,000 employees",470
VNM,Female,Finance,35 to 54,Any Job Seniority,1001-5000 employees,840
VNM,Female,Finance,35 to 54,Any Job Seniority,501-1000 employees,330
VNM,Female,Finance,35 to 54,Any Job Seniority,201-500 employees,0
VNM,Female,Finance,35 to 54,Any Job Seniority,51-200 employees,560
VNM,Female,Finance,35 to 54,Any Job Seniority,11-50 employees,360
VNM,Female,Finance,35 to 54,Any Job Seniority,2-10 employees,0
VNM,Female,Finance,35 to 54,Any Job Seniority,Myself Only,0
VNM,Female,Finance,35 to 54,Owner,Any Company Size,0
VNM,Female,Finance,35 to 54,Owner,"10,001+ employees",0
VNM,Female,Finance,35 to 54,Owner,"5001-10,000 employees",0
VNM,Female,Finance,35 to 54,Owner,1001-5000 employees,0
VNM,Female,Finance,35 to 54,Owner,501-1000 employees,0
VNM,Female,Finance,35 to 54,Owner,201-500 employees,0
VNM,Female,Finance,35 to 54,Owner,51-200 employees,0
VNM,Female,Finance,35 to 54,Owner,11-50 employees,0
VNM,Female,Finance,35 to 54,Owner,2-10 employees,0
VNM,Female,Finance,35 to 54,Owner,Myself Only,0
VNM,Female,Finance,35 to 54,Partner,Any Company Size,0
VNM,Female,Finance,35 to 54,Partner,"10,001+ employees",0
VNM,Female,Finance,35 to 54,Partner,"5001-10,000 employees",0
VNM,Female,Finance,35 to 54,Partner,1001-5000 employees,0
VNM,Female,Finance,35 to 54,Partner,501-1000 employees,0
VNM,Female,Finance,35 to 54,Partner,201-500 employees,0
VNM,Female,Finance,35 to 54,Partner,51-200 employees,0
VNM,Female,Finance,35 to 54,Partner,11-50 employees,0
VNM,Female,Finance,35 to 54,Partner,2-10 employees,0
VNM,Female,Finance,35 to 54,Partner,Myself Only,0
VNM,Female,Finance,35 to 54,CXO,Any Company Size,330
VNM,Female,Finance,35 to 54,CXO,"10,001+ employees",0
VNM,Female,Finance,35 to 54,CXO,"5001-10,000 employees",0
VNM,Female,Finance,35 to 54,CXO,1001-5000 employees,0
VNM,Female,Finance,35 to 54,CXO,501-1000 employees,0
VNM,Female,Finance,35 to 54,CXO,201-500 employees,0
VNM,Female,Finance,35 to 54,CXO,51-200 employees,0
VNM,Female,Finance,35 to 54,CXO,11-50 employees,0
VNM,Female,Finance,35 to 54,CXO,2-10 employees,0
VNM,Female,Finance,35 to 54,CXO,Myself Only,0
VNM,Female,Finance,35 to 54,VP,Any Company Size,0
VNM,Female,Finance,35 to 54,VP,"10,001+ employees",0
VNM,Female,Finance,35 to 54,VP,"5001-10,000 employees",0
VNM,Female,Finance,35 to 54,VP,1001-5000 employees,0
VNM,Female,Finance,35 to 54,VP,501-1000 employees,0
VNM,Female,Finance,35 to 54,VP,201-500 employees,0
VNM,Female,Finance,35 to 54,VP,51-200 employees,0
VNM,Female,Finance,35 to 54,VP,11-50 employees,0
VNM,Female,Finance,35 to 54,VP,2-10 employees,0
VNM,Female,Finance,35 to 54,VP,Myself Only,0
VNM,Female,Finance,35 to 54,Director,Any Company Size,1300
VNM,Female,Finance,35 to 54,Director,"10,001+ employees",440
VNM,Female,Finance,35 to 54,Director,"5001-10,000 employees",0
VNM,Female,Finance,35 to 54,Director,1001-5000 employees,0
VNM,Female,Finance,35 to 54,Director,501-1000 employees,0
VNM,Female,Finance,35 to 54,Director,201-500 employees,0
VNM,Female,Finance,35 to 54,Director,51-200 employees,0
VNM,Female,Finance,35 to 54,Director,11-50 employees,0
VNM,Female,Finance,35 to 54,Director,2-10 employees,0
VNM,Female,Finance,35 to 54,Director,Myself Only,0
VNM,Female,Finance,35 to 54,Manager,Any Company Size,1200
VNM,Female,Finance,35 to 54,Manager,"10,001+ employees",490
VNM,Female,Finance,35 to 54,Manager,"5001-10,000 employees",0
VNM,Female,Finance,35 to 54,Manager,1001-5000 employees,0
VNM,Female,Finance,35 to 54,Manager,501-1000 employees,0
VNM,Female,Finance,35 to 54,Manager,201-500 employees,0
VNM,Female,Finance,35 to 54,Manager,51-200 employees,0
VNM,Female,Finance,35 to 54,Manager,11-50 employees,0
VNM,Female,Finance,35 to 54,Manager,2-10 employees,0
VNM,Female,Finance,35 to 54,Manager,Myself Only,0
VNM,Female,Finance,35 to 54,Senior,Any Company Size,2000
VNM,Female,Finance,35 to 54,Senior,"10,001+ employees",690
VNM,Female,Finance,35 to 54,Senior,"5001-10,000 employees",0
VNM,Female,Finance,35 to 54,Senior,1001-5000 employees,0
VNM,Female,Finance,35 to 54,Senior,501-1000 employees,0
VNM,Female,Finance,35 to 54,Senior,201-500 employees,0
VNM,Female,Finance,35 to 54,Senior,51-200 employees,0
VNM,Female,Finance,35 to 54,Senior,11-50 employees,0
VNM,Female,Finance,35 to 54,Senior,2-10 employees,0
VNM,Female,Finance,35 to 54,Senior,Myself Only,0
VNM,Female,Finance,35 to 54,Entry,Any Company Size,1000
VNM,Female,Finance,35 to 54,Entry,"10,001+ employees",360
VNM,Female,Finance,35 to 54,Entry,"5001-10,000 employees",0
VNM,Female,Finance,35 to 54,Entry,1001-5000 employees,0
VNM,Female,Finance,35 to 54,Entry,501-1000 employees,0
VNM,Female,Finance,35 to 54,Entry,201-500 employees,0
VNM,Female,Finance,35 to 54,Entry,51-200 employees,0
VNM,Female,Finance,35 to 54,Entry,11-50 employees,0
VNM,Female,Finance,35 to 54,Entry,2-10 employees,0
VNM,Female,Finance,35 to 54,Entry,Myself Only,0
VNM,Female,Finance,35 to 54,Training,Any Company Size,0
VNM,Female,Finance,35 to 54,Training,"10,001+ employees",0
VNM,Female,Finance,35 to 54,Training,"5001-10,000 employees",0
VNM,Female,Finance,35 to 54,Training,1001-5000 employees,0
VNM,Female,Finance,35 to 54,Training,501-1000 employees,0
VNM,Female,Finance,35 to 54,Training,201-500 employees,0
VNM,Female,Finance,35 to 54,Training,51-200 employees,0
VNM,Female,Finance,35 to 54,Training,11-50 employees,0
VNM,Female,Finance,35 to 54,Training,2-10 employees,0
VNM,Female,Finance,35 to 54,Training,Myself Only,0
VNM,Female,Finance,35 to 54,Unpaid,Any Company Size,0
VNM,Female,Finance,35 to 54,Unpaid,"10,001+ employees",0
VNM,Female,Finance,35 to 54,Unpaid,"5001-10,000 employees",0
VNM,Female,Finance,35 to 54,Unpaid,1001-5000 employees,0
VNM,Female,Finance,35 to 54,Unpaid,501-1000 employees,0
VNM,Female,Finance,35 to 54,Unpaid,201-500 employees,0
VNM,Female,Finance,35 to 54,Unpaid,51-200 employees,0
VNM,Female,Finance,35 to 54,Unpaid,11-50 employees,0
VNM,Female,Finance,35 to 54,Unpaid,2-10 employees,0
VNM,Female,Finance,35 to 54,Unpaid,Myself Only,0
VNM,Female,Finance,25 to 34,Any Job Seniority,Any Company Size,36000
VNM,Female,Finance,25 to 34,Any Job Seniority,"10,001+ employees",9500
VNM,Female,Finance,25 to 34,Any Job Seniority,"5001-10,000 employees",2000
VNM,Female,Finance,25 to 34,Any Job Seniority,1001-5000 employees,3900
VNM,Female,Finance,25 to 34,Any Job Seniority,501-1000 employees,1500
VNM,Female,Finance,25 to 34,Any Job Seniority,201-500 employees,1200
VNM,Female,Finance,25 to 34,Any Job Seniority,51-200 employees,2100
VNM,Female,Finance,25 to 34,Any Job Seniority,11-50 employees,1600
VNM,Female,Finance,25 to 34,Any Job Seniority,2-10 employees,1000
VNM,Female,Finance,25 to 34,Any Job Seniority,Myself Only,0
VNM,Female,Finance,25 to 34,Owner,Any Company Size,620
VNM,Female,Finance,25 to 34,Owner,"10,001+ employees",0
VNM,Female,Finance,25 to 34,Owner,"5001-10,000 employees",0
VNM,Female,Finance,25 to 34,Owner,1001-5000 employees,0
VNM,Female,Finance,25 to 34,Owner,501-1000 employees,0
VNM,Female,Finance,25 to 34,Owner,201-500 employees,0
VNM,Female,Finance,25 to 34,Owner,51-200 employees,0
VNM,Female,Finance,25 to 34,Owner,11-50 employees,0
VNM,Female,Finance,25 to 34,Owner,2-10 employees,0
VNM,Female,Finance,25 to 34,Owner,Myself Only,0
VNM,Female,Finance,25 to 34,Partner,Any Company Size,0
VNM,Female,Finance,25 to 34,Partner,"10,001+ employees",0
VNM,Female,Finance,25 to 34,Partner,"5001-10,000 employees",0
VNM,Female,Finance,25 to 34,Partner,1001-5000 employees,0
VNM,Female,Finance,25 to 34,Partner,501-1000 employees,0
VNM,Female,Finance,25 to 34,Partner,201-500 employees,0
VNM,Female,Finance,25 to 34,Partner,51-200 employees,0
VNM,Female,Finance,25 to 34,Partner,11-50 employees,0
VNM,Female,Finance,25 to 34,Partner,2-10 employees,0
VNM,Female,Finance,25 to 34,Partner,Myself Only,0
VNM,Female,Finance,25 to 34,CXO,Any Company Size,390
VNM,Female,Finance,25 to 34,CXO,"10,001+ employees",0
VNM,Female,Finance,25 to 34,CXO,"5001-10,000 employees",0
VNM,Female,Finance,25 to 34,CXO,1001-5000 employees,0
VNM,Female,Finance,25 to 34,CXO,501-1000 employees,0
VNM,Female,Finance,25 to 34,CXO,201-500 employees,0
VNM,Female,Finance,25 to 34,CXO,51-200 employees,0
VNM,Female,Finance,25 to 34,CXO,11-50 employees,0
VNM,Female,Finance,25 to 34,CXO,2-10 employees,0
VNM,Female,Finance,25 to 34,CXO,Myself Only,0
VNM,Female,Finance,25 to 34,VP,Any Company Size,430
VNM,Female,Finance,25 to 34,VP,"10,001+ employees",0
VNM,Female,Finance,25 to 34,VP,"5001-10,000 employees",0
VNM,Female,Finance,25 to 34,VP,1001-5000 employees,0
VNM,Female,Finance,25 to 34,VP,501-1000 employees,0
VNM,Female,Finance,25 to 34,VP,201-500 employees,0
VNM,Female,Finance,25 to 34,VP,51-200 employees,0
VNM,Female,Finance,25 to 34,VP,11-50 employees,0
VNM,Female,Finance,25 to 34,VP,2-10 employees,0
VNM,Female,Finance,25 to 34,VP,Myself Only,0
VNM,Female,Finance,25 to 34,Director,Any Company Size,1400
VNM,Female,Finance,25 to 34,Director,"10,001+ employees",450
VNM,Female,Finance,25 to 34,Director,"5001-10,000 employees",0
VNM,Female,Finance,25 to 34,Director,1001-5000 employees,0
VNM,Female,Finance,25 to 34,Director,501-1000 employees,0
VNM,Female,Finance,25 to 34,Director,201-500 employees,0
VNM,Female,Finance,25 to 34,Director,51-200 employees,0
VNM,Female,Finance,25 to 34,Director,11-50 employees,0
VNM,Female,Finance,25 to 34,Director,2-10 employees,0
VNM,Female,Finance,25 to 34,Director,Myself Only,0
VNM,Female,Finance,25 to 34,Manager,Any Company Size,2600
VNM,Female,Finance,25 to 34,Manager,"10,001+ employees",920
VNM,Female,Finance,25 to 34,Manager,"5001-10,000 employees",0
VNM,Female,Finance,25 to 34,Manager,1001-5000 employees,410
VNM,Female,Finance,25 to 34,Manager,501-1000 employees,0
VNM,Female,Finance,25 to 34,Manager,201-500 employees,0
VNM,Female,Finance,25 to 34,Manager,51-200 employees,0
VNM,Female,Finance,25 to 34,Manager,11-50 employees,0
VNM,Female,Finance,25 to 34,Manager,2-10 employees,0
VNM,Female,Finance,25 to 34,Manager,Myself Only,0
VNM,Female,Finance,25 to 34,Senior,Any Company Size,10000
VNM,Female,Finance,25 to 34,Senior,"10,001+ employees",3500
VNM,Female,Finance,25 to 34,Senior,"5001-10,000 employees",650
VNM,Female,Finance,25 to 34,Senior,1001-5000 employees,1400
VNM,Female,Finance,25 to 34,Senior,501-1000 employees,570
VNM,Female,Finance,25 to 34,Senior,201-500 employees,390
VNM,Female,Finance,25 to 34,Senior,51-200 employees,860
VNM,Female,Finance,25 to 34,Senior,11-50 employees,580
VNM,Female,Finance,25 to 34,Senior,2-10 employees,0
VNM,Female,Finance,25 to 34,Senior,Myself Only,0
VNM,Female,Finance,25 to 34,Entry,Any Company Size,10000
VNM,Female,Finance,25 to 34,Entry,"10,001+ employees",3500
VNM,Female,Finance,25 to 34,Entry,"5001-10,000 employees",710
VNM,Female,Finance,25 to 34,Entry,1001-5000 employees,1100
VNM,Female,Finance,25 to 34,Entry,501-1000 employees,470
VNM,Female,Finance,25 to 34,Entry,201-500 employees,390
VNM,Female,Finance,25 to 34,Entry,51-200 employees,650
VNM,Female,Finance,25 to 34,Entry,11-50 employees,520
VNM,Female,Finance,25 to 34,Entry,2-10 employees,0
VNM,Female,Finance,25 to 34,Entry,Myself Only,0
VNM,Female,Finance,25 to 34,Training,Any Company Size,760
VNM,Female,Finance,25 to 34,Training,"10,001+ employees",0
VNM,Female,Finance,25 to 34,Training,"5001-10,000 employees",0
VNM,Female,Finance,25 to 34,Training,1001-5000 employees,0
VNM,Female,Finance,25 to 34,Training,501-1000 employees,0
VNM,Female,Finance,25 to 34,Training,201-500 employees,0
VNM,Female,Finance,25 to 34,Training,51-200 employees,0
VNM,Female,Finance,25 to 34,Training,11-50 employees,0
VNM,Female,Finance,25 to 34,Training,2-10 employees,0
VNM,Female,Finance,25 to 34,Training,Myself Only,0
VNM,Female,Finance,25 to 34,Unpaid,Any Company Size,0
VNM,Female,Finance,25 to 34,Unpaid,"10,001+ employees",0
